log_id,municipality_code,citizen_id,category,action_type,target_age_group,action_date,frequency_score,recency_days,engagement_value
L00305,073229,C0016,育児,子育て施設チェックイン,30代子育て層,2024-10-09,5,3,7.4
L00306,073229,C0016,育児,子育て施設チェックイン,30代子育て層,2024-11-30,5,3,5.9
L00307,073229,C0016,育児,子育て施設チェックイン,30代子育て層,2024-09-07,5,3,6.9
L00308,073229,C0016,育児,子育て施設チェックイン,30代子育て層,2024-10-31,5,3,8.2
L00309,073229,C0016,育児,子育て施設チェックイン,30代子育て層,2024-08-13,5,3,5.7
L00310,073229,C0016,育児,保育所申込(窓口),30代子育て層,2024-12-01,5,3,6.4
L00311,073229,C0016,育児,保育所申込(窓口),30代子育て層,2024-12-27,5,3,6.3
L00312,073229,C0016,育児,子育て相談,30代子育て層,2024-08-23,5,3,8.5
L00313,073229,C0016,育児,子育て相談,30代子育て層,2024-07-31,5,3,6.2
L00314,073229,C0017,育児,保育所申込(窓口),30代子育て層,2024-12-19,5,1,6.7
L00315,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-12-26,5,1,7.8
L00316,073229,C0017,育児,保育所申込(窓口),30代子育て層,2024-12-06,5,1,7.7
L00317,073229,C0017,育児,子育て相談,30代子育て層,2024-09-15,5,1,7.8
L00318,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-10-02,5,1,6.2
L00319,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-09-06,5,1,7.5
L00320,073229,C0017,育児,子育て相談,30代子育て層,2024-12-19,5,1,7.5
L00321,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-07-28,5,1,8.2
L00322,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-09-21,5,1,7.9
L00323,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-10-05,5,1,7.7
L00324,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-09-17,5,1,6.5
L00325,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-08-24,5,1,5.9
L00326,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-10-05,5,1,7.1
L00327,073229,C0017,育児,保育所申込(窓口),30代子育て層,2024-08-15,5,1,6.3
L00328,073229,C0017,育児,子育て相談,30代子育て層,2024-11-04,5,1,8.4
L00329,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-09-28,5,1,7.9
L00330,073229,C0017,育児,子育て施設チェックイン,30代子育て層,2024-07-23,5,1,5.9
L00331,073229,C0017,育児,保育所申込(窓口),30代子育て層,2024-12-24,5,1,7.7
L00332,073229,C0017,育児,保育所申込(窓口),30代子育て層,2024-11-23,5,1,6.6
L00333,073229,C0017,育児,児童手当申請(オンライン),30代子育て層,2024-11-18,1,37,4.4
L00334,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-12-14,5,19,8.3
L00335,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-09-01,5,19,6.9
L00336,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-11-24,5,19,6.5
L00337,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-12-16,5,19,5.7
L00338,073229,C0018,育児,子育て相談,30代子育て層,2024-12-30,5,19,6.4
L00339,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-08-08,5,19,5.6
L00340,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-11-07,5,19,5.8
L00341,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-11-18,5,19,5.9
L00342,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-12-22,5,19,8.3
L00343,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-11-19,5,19,6.8
L00344,073229,C0018,育児,子育て相談,30代子育て層,2024-08-12,5,19,8.2
L00345,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-11-06,5,19,7.3
L00346,073229,C0018,育児,保育所申込(窓口),30代子育て層,2024-09-13,5,19,5.6
L00347,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-10-25,5,19,6.8
L00348,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-10-04,5,19,5.8
L00349,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-11-20,5,19,8.2
L00350,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-07-19,5,19,6.7
L00351,073229,C0018,育児,子育て施設チェックイン,30代子育て層,2024-08-04,5,19,8.3
L00352,073229,C0018,育児,子育て相談,30代子育て層,2024-07-27,5,19,7.5
L00353,073229,C0019,育児,子育て相談,30代子育て層,2024-09-04,5,2,8.5
L00354,073229,C0019,育児,子育て相談,30代子育て層,2024-08-25,5,2,5.7
L00355,073229,C0019,育児,子育て相談,30代子育て層,2024-08-26,5,2,7.3
L00356,073229,C0019,育児,子育て相談,30代子育て層,2024-09-01,5,2,6.5
L00357,073229,C0019,育児,子育て施設チェックイン,30代子育て層,2024-12-03,5,2,5.5
L00358,073229,C0019,育児,子育て相談,30代子育て層,2024-08-10,5,2,8.5
L00359,073229,C0019,育児,子育て施設チェックイン,30代子育て層,2024-08-17,5,2,5.8
L00360,073229,C0019,育児,子育て相談,30代子育て層,2024-08-06,5,2,5.5
L00361,073229,C0019,育児,子育て相談,30代子育て層,2024-09-02,5,2,7.3
L00362,073229,C0019,育児,子育て施設チェックイン,30代子育て層,2024-09-09,5,2,5.7
L00363,073229,C0019,育児,子育て相談,30代子育て層,2024-11-15,5,2,5.8
L00364,073229,C0019,育児,子育て施設チェックイン,30代子育て層,2024-10-26,5,2,7.8
L00365,073229,C0019,育児,子育て施設チェックイン,30代子育て層,2024-07-31,5,2,6.9
L00366,073229,C0019,育児,子育て施設チェックイン,30代子育て層,2024-12-08,5,2,5.6
L00367,073229,C0019,育児,子育て相談,30代子育て層,2024-12-19,5,2,7.1
L00368,073229,C0019,教育,学習支援参加,30代子育て層,2024-07-19,2,30,5.3
L00369,073229,C0020,育児,子育て相談,30代子育て層,2024-09-24,5,3,7.3
L00370,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-09-12,5,3,7.4
L00371,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-09-25,5,3,6.6
L00372,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-09-17,5,3,6.9
L00373,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-07-29,5,3,7.9
L00374,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-12-18,5,3,7.5
L00375,073229,C0020,育児,子育て相談,30代子育て層,2024-08-28,5,3,6.8
L00376,073229,C0020,育児,子育て相談,30代子育て層,2024-10-17,5,3,6.5
L00377,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-10-18,5,3,7.7
L00378,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-09-22,5,3,7.5
L00379,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-08-12,5,3,7.6
L00380,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-07-27,5,3,8.0
L00381,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-07-28,5,3,7.7
L00382,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-08-06,5,3,7.2
L00383,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-11-24,5,3,7.2
L00384,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-10-17,5,3,6.6
L00385,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-10-20,5,3,8.1
L00386,073229,C0020,育児,子育て相談,30代子育て層,2024-09-15,5,3,7.3
L00387,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-11-28,5,3,7.0
L00388,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-11-04,5,3,6.2
L00389,073229,C0020,育児,子育て施設チェックイン,30代子育て層,2024-11-23,5,3,6.6
L00390,073229,C0020,育児,子育て相談,30代子育て層,2024-11-27,5,3,6.2
L00391,073229,C0020,教育,図書館利用,30代子育て層,2024-12-10,3,40,4.1
L00392,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-12-30,5,1,7.8
L00393,073229,C0021,育児,保育所申込(窓口),30代子育て層,2024-10-01,5,1,5.5
L00394,073229,C0021,育児,子育て相談,30代子育て層,2024-11-25,5,1,7.5
L00395,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-12-13,5,1,8.4
L00396,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-11-16,5,1,6.1
L00397,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-09-29,5,1,6.0
L00398,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-09-25,5,1,7.8
L00399,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-07-25,5,1,8.2
L00400,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-12-09,5,1,5.6
L00401,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-10-25,5,1,7.5
L00402,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-10-25,5,1,6.7
L00403,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-11-12,5,1,5.8
L00404,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-09-14,5,1,7.5
L00405,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-11-15,5,1,7.5
L00406,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-10-13,5,1,8.5
L00407,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-08-25,5,1,6.4
L00408,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-08-08,5,1,7.8
L00409,073229,C0021,育児,子育て施設チェックイン,30代子育て層,2024-08-03,5,1,5.5
L00410,073229,C0021,育児,子育て相談,30代子育て層,2024-08-17,5,1,5.9
L00411,073229,C0021,教育,図書館利用,30代子育て層,2024-11-24,3,27,4.2
L00412,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-07-23,5,14,8.1
L00413,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-11-27,5,14,6.7
L00414,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-09-16,5,14,5.8
L00415,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-09-25,5,14,6.0
L00416,073229,C0022,育児,保育所申込(窓口),30代子育て層,2024-10-29,5,14,8.0
L00417,073229,C0022,育児,保育所申込(窓口),30代子育て層,2024-07-26,5,14,6.8
L00418,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-10-23,5,14,7.3
L00419,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-10-13,5,14,8.1
L00420,073229,C0022,育児,子育て相談,30代子育て層,2024-08-29,5,14,6.5
L00421,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-11-11,5,14,7.4
L00422,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-08-22,5,14,8.2
L00423,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-12-16,5,14,7.9
L00424,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-08-10,5,14,6.3
L00425,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-08-12,5,14,7.8
L00426,073229,C0022,育児,子育て施設チェックイン,30代子育て層,2024-08-18,5,14,8.4
L00427,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-12-10,5,19,6.5
L00428,073229,C0023,育児,保育所申込(窓口),30代子育て層,2024-09-22,5,19,6.0
L00429,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-10-25,5,19,7.4
L00430,073229,C0023,育児,子育て相談,30代子育て層,2024-12-02,5,19,5.7
L00431,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-09-21,5,19,6.9
L00432,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-10-06,5,19,8.0
L00433,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-07-27,5,19,7.3
L00434,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-10-30,5,19,7.2
L00435,073229,C0023,育児,保育所申込(窓口),30代子育て層,2024-07-14,5,19,6.8
L00436,073229,C0023,育児,子育て相談,30代子育て層,2024-12-17,5,19,6.1
L00437,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-11-09,5,19,6.0
L00438,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-07-30,5,19,7.9
L00439,073229,C0023,育児,子育て相談,30代子育て層,2024-07-25,5,19,7.0
L00440,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-09-05,5,19,7.6
L00441,073229,C0023,育児,保育所申込(窓口),30代子育て層,2024-11-15,5,19,7.1
L00442,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-10-07,5,19,8.3
L00443,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-09-28,5,19,7.5
L00444,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-12-12,5,19,7.4
L00445,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-07-28,5,19,7.2
L00446,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-09-06,5,19,7.7
L00447,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-12-05,5,19,8.1
L00448,073229,C0023,育児,子育て施設チェックイン,30代子育て層,2024-11-30,5,19,7.5
L00449,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-07-25,5,5,6.4
L00450,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-09-26,5,5,7.9
L00451,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-12-26,5,5,8.2
L00452,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-12-22,5,5,6.8
L00453,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-10-04,5,5,6.4
L00454,073229,C0024,育児,保育所申込(窓口),30代子育て層,2024-09-29,5,5,8.3
L00455,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-08-30,5,5,8.5
L00456,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-09-17,5,5,8.0
L00457,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-11-19,5,5,8.0
L00458,073229,C0024,育児,子育て相談,30代子育て層,2024-07-13,5,5,7.5
L00459,073229,C0024,育児,子育て相談,30代子育て層,2024-12-09,5,5,5.9
L00460,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-08-14,5,5,6.0
L00461,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-12-10,5,5,7.9
L00462,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-10-24,5,5,5.6
L00463,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-09-02,5,5,8.4
L00464,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-10-26,5,5,6.2
L00465,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-11-01,5,5,8.2
L00466,073229,C0024,育児,子育て施設チェックイン,30代子育て層,2024-12-24,5,5,8.3
L00467,073229,C0024,育児,保育所申込(窓口),30代子育て層,2024-10-30,5,5,7.8
L00468,073229,C0024,育児,子育て相談,30代子育て層,2024-11-09,5,5,7.1
L00469,073229,C0024,育児,保育所申込(窓口),30代子育て層,2024-08-24,5,5,7.9
L00470,073229,C0024,教育,図書館利用,30代子育て層,2024-12-15,2,28,5.7
L00471,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-08-14,5,10,6.3
L00472,073229,C0025,育児,保育所申込(窓口),30代子育て層,2024-08-10,5,10,8.0
L00473,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-08-29,5,10,8.0
L00474,073229,C0025,育児,子育て相談,30代子育て層,2024-07-10,5,10,6.7
L00475,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-10-07,5,10,6.2
L00476,073229,C0025,育児,保育所申込(窓口),30代子育て層,2024-10-07,5,10,6.2
L00477,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-07-29,5,10,8.0
L00478,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-08-10,5,10,5.9
L00479,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-11-01,5,10,7.6
L00480,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-12-31,5,10,6.9
L00481,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-07-24,5,10,5.6
L00482,073229,C0025,育児,子育て施設チェックイン,30代子育て層,2024-08-11,5,10,7.1
L00483,073229,C0025,育児,子育て相談,30代子育て層,2024-11-16,5,10,6.8
